-1.1294,-2.2255,1
-0.15762,-1.6613,1
2.4413,2.0622,1
-1.1422,-0.92902,-1
2.9026,-2.7099,1
1.7345,-0.9394,1
0.93198,-2.3773,1
-0.52289,1.428,-1
-0.47454,-0.52917,1
0.76893,-0.38854,1
-1.4034,2.6076,1
-1.028,0.010422,-1
-2.8316,-2.9815,1
-1.2237,1.0971,1
-0.66629,0.40615,1
-1.3747,-1.0582,-1
-0.047231,0.19387,1
1.6828,-2.9636,1
-2.2576,-2.93,1
-1.7597,-2.229,1
-3.0727,2.329,1
-2.1015,-0.12978,-1
-0.036701,-1.7267,1
-2.1789,-2.0349,1
1.1415,0.55025,1
-1.6288,-0.18151,-1
-1.88,2.7493,1
2.5524,0.14736,-1
-0.62751,1.6756,-1
-2.7544,1.8941,1
1.5078,2.2838,1
3.0426,-0.33806,-1
-2.0799,-0.7727,1
-2.8449,0.16823,-1
-0.662,-1.5993,1
3.1403,-1.498,1
2.6313,-2.4619,1
-0.012052,-1.4174,1
0.71265,0.67503,1
-1.9098,-1.0413,1
0.56834,0.66872,1
-1.0966,0.85258,1
-2.9623,1.5108,1
0.95444,2.9719,1
0.29473,1.0979,1
0.68406,-2.2298,1
-2.6189,1.2699,-1
2.8423,1.3176,1
-1.8613,0.91044,1
-2.9003,2.4397,1
1.5334,2.0433,1
2.3603,2.2195,1
-0.90973,0.96687,1
1.1123,-2.7103,1
-0.88054,1.6261,-1
-2.3393,1.3627,-1
2.1495,2.4189,1
1.257,2.6022,1
-0.19243,-0.1491,1
2.0054,1.9351,1
1.1713,2.1567,1
-2.3645,2.9623,1
-2.1771,-0.44314,1
-1.4303,-2.3016,1
2.3331,-0.58023,1
-1.8546,2.3255,-1
1.9945,1.4399,1
-2.426,-0.52217,1
-1.9446,-2.2689,1
2.5548,3.0967,1
-3.095,-1.4478,1
1.4633,-1.9714,1
1.7848,2.6924,1
0.35436,0.32978,1
-2.163,-2.4273,1
-1.3084,0.41088,-1
-0.17813,-1.5075,1
2.2276,3.0855,1
-1.6217,1.6461,-1
-1.07,0.30794,-1
-0.28355,-1.1486,1
1.0685,1.0236,1
-0.39587,0.97903,1
-1.847,-2.9072,1
-0.40656,0.40652,1
0.29343,0.18782,1
2.8397,3.0706,1
0.73449,3.1383,1
-2.7801,1.3709,1
-2.4658,-0.89468,1
1.0134,-2.4896,1
2.1701,1.9699,1
0.062042,-0.41239,1
1.6572,1.8387,1
-0.72932,1.3418,-1
0.49629,2.7441,1
-1.3022,0.87034,1
-2.9682,2.3005,1
-0.70129,2.8082,1
-1.4085,-2.0524,1
-2.1497,1.1678,-1
-1.6238,3.0613,1
-2.8136,-1.1051,1
1.6215,1.7755,1
2.8619,-2.6218,1
-0.28039,3.062,1
-1.4016,1.7724,-1
-2.3539,1.9034,-1
-0.29227,1.2041,-1
-2.3292,-0.31847,-1
-0.079216,-0.47372,1
2.9997,-1.8226,1
-1.9044,-2.9519,1
1.2905,-0.42993,1
0.13949,-2.6007,1
2.74,-1.2533,1
-2.2594,2.6901,1
-2.0511,0.67881,1
-2.6078,-2.3482,1
-0.68734,2.4408,-1
0.13815,0.62626,1
2.5173,-1.161,1
-1.9531,-0.38326,1
-2.2304,2.7326,1
-1.5197,3.0525,1
-1.4772,-0.41001,-1
1.1828,-2.1812,1
-3.082,-2.9471,1
2.5708,-0.4705,1
2.8547,0.93054,1
3.0691,-1.2433,1
-2.8211,-2.7636,1
0.2123,-3.1353,1
-2.6493,1.2266,-1
-2.9529,0.25199,-1
-0.41779,0.47385,1
-1.3868,1.1283,-1
-2.1532,-1.6579,1
1.5342,1.266,1
-0.40961,2.9341,1
1.7,-0.28832,-1
-1.0976,2.5286,1
-1.8692,0.46179,1
-0.14432,2.0699,1
0.3189,2.4895,1
2.4048,-2.3456,1
-0.063423,-0.83605,1
-2.1632,0.44679,1
-1.9111,2.7421,1
2.0665,-2.5564,1
-0.55204,1.0517,1
-2.1996,-2.5711,1
1.915,2.5537,1
-0.79163,2.5883,1
-0.52434,-1.6026,1
-1.089,-0.59593,-1
-0.51151,-0.23632,1
2.8148,2.8424,1
-1.3019,0.068117,-1
1.6246,1.3644,1
1.536,-1.4882,1
0.86158,-1.3861,1
2.6361,-1.0273,1
2.4904,2.9555,1
-1.5073,-1.1321,-1
-0.37781,-1.1168,1
-0.96582,-2.6002,1
-0.3224,3.0966,1
0.29468,1.5418,1
-1.9612,-1.4988,1
0.78781,0.48609,1
1.1754,0.22628,-1
-1.6715,0.93996,1
2.6943,1.5221,1
0.095704,-2.2824,1
0.86166,-0.70096,1
3.0156,-1.4833,1
2.1158,-3.1035,1
-1.3177,-2.5028,1
-1.1576,-2.4795,1
2.966,-2.6199,1
-1.5105,-1.4439,-1
-2.7807,-1.4992,1
1.8488,-1.7108,1
1.366,2.5175,1
-2.2029,3.1203,1
0.92412,-0.5361,1
-1.5708,-0.3599,-1
-2.4113,1.1374,-1
0.29628,-0.21158,1
-1.9414,-1.8029,1
2.1631,-3.1055,1
-0.44105,2.5749,1
-0.055029,1.1733,1
-0.46974,3.0133,1
-3.0519,-0.86743,1
-1.2226,-0.18921,-1
-0.335,0.7689,1
2.0721,1.3492,1
1.3918,0.56232,1
1.1396,0.84569,1
-3.0485,2.1373,1
-0.95363,-1.6128,-1
2.8044,2.6258,1
-1.4835,1.8823,-1
-1.9502,1.8052,-1
-0.19961,-0.20867,1
-0.87962,2.7556,1
0.79205,0.89646,1
-1.2665,3.0378,1
1.7396,-3.1355,1
1.0071,2.1488,1
-1.7931,-1.3174,-1
2.5492,-1.7732,1
2.991,0.39907,-1
-2.9641,2.2215,1
-2.5471,0.91314,1
-0.52351,1.4757,-1
-1.6107,1.6993,-1
-2.4136,-3.0487,1
0.0032713,-0.90468,1
-2.427,-0.58723,1
2.8255,-0.60854,1
-2.1124,-2.651,1
2.7847,0.63366,1
2.4081,1.3476,1
1.8448,-1.9554,1
-3.0983,-1.5219,1
-1.6413,-0.3702,-1
-0.42827,1.8965,-1
2.5906,-1.9013,1
2.7566,0.47473,1
-1.4777,2.8263,1
-0.70146,-1.7954,1
-3.0103,-2.4689,1
-0.32941,1.5812,-1
-2.2963,-0.37576,1
2.4231,1.7702,1
2.127,1.0875,1
-1.3384,-1.1919,-1
-0.43551,2.6294,1
-0.61307,-2.6313,1
0.18132,1.0396,1
-2.1233,1.673,-1
1.862,-1.0928,1
-1.8129,2.6891,1
0.77063,0.086649,-1
-0.799,-2.5465,1
-0.16102,0.33995,1
-0.9395,-0.63497,-1
-0.4493,1.6481,-1
1.1757,2.905,1
-1.5515,-2.3533,1
0.55852,0.88541,1
-1.0441,-1.3609,-1
-0.47929,-0.13152,1
0.79589,0.034231,-1
2.9161,-2.0833,1
1.9361,-2.0591,1
2.7447,0.36419,-1
-1.078,2.7936,1
-2.4678,1.6447,-1
2.8723,-3.0687,1
1.0534,-1.539,1
-2.2703,2.5131,-1
-2.8528,2.005,1
-2.3916,-0.80758,1
-2.1101,3.0032,1
-0.71613,0.94687,1
1.5505,-0.33831,-1
1.2544,-1.8006,1
0.92761,-2.6361,1
3.0271,1.4564,1
1.9851,2.8094,1
-1.5404,-1.1911,-1
0.19184,0.26699,1
-2.0866,-0.61489,1
0.11881,0.7524,1
1.1231,1.9156,1
-3.0124,2.8588,1
-1.9515,2.6767,1
0.39289,2.9422,1
1.4027,2.1995,1
-0.14473,1.3275,1
1.3652,1.9377,1
0.86373,2.6041,1
-0.25152,2.2141,-1
0.20594,-1.888,1
2.6101,-2.2613,1
-1.5662,-1.443,-1
-1.7293,-2.3846,1
-2.5067,-2.288,1
2.3373,-1.2194,1
0.55012,-0.45078,1
0.2747,-0.53641,1
-2.2789,-0.81261,1
-0.57485,-0.87832,1
-2.799,1.0792,1
1.5374,2.1871,1
2.8534,-1.7684,1
1.6773,-3.1098,1
-0.69514,-0.083985,1
-1.4349,-2.0027,1
0.7303,0.97412,1
-1.1457,1.6481,-1
-2.6607,0.54194,1
0.96871,-1.8491,1
-1.4167,-0.044982,-1
0.19455,-1.6613,1
-2.6516,-2.2676,1
-2.5291,-1.5671,1
-2.8509,-2.7177,1
0.52408,-0.92632,1
1.2706,-3.0317,1
-1.6733,1.4684,-1
-0.89444,0.41322,-1
2.183,2.0785,1
2.5606,-2.5143,1
-2.5929,-2.4217,1
1.8117,1.8637,1
0.84293,2.6386,1
-1.2146,2.502,-1
-3.1291,-0.98576,1
0.47387,0.62243,1
-2.4305,1.7671,-1
0.019407,1.317,1
3.1258,0.38901,-1
2.4589,-2.7894,1
2.9958,1.7399,1
2.8881,-2.9902,1
-0.62163,-2.7678,1
2.2857,-1.1572,1
2.3679,-3.129,1
-1.129,-1.219,-1
1.6862,-0.39717,-1
2.6949,1.4389,1
-3.0755,-1.9225,1
-0.87307,-2.4632,1
-3.1165,-2.6719,1
-0.3156,-0.77722,1
0.7773,0.84278,1
2.7712,2.5323,1
-0.39393,0.6818,1
2.4707,-1.0608,1
-1.9832,2.1565,-1
-2.4814,0.054236,-1
-2.3922,-1.6995,1
1.7444,1.0905,1
2.9805,-0.51457,1
2.0694,-2.0987,1
-1.0954,-1.3366,-1
2.5394,-1.7882,1
