8.511430752788096132e-02,-4.101728870465423116e-01,-1.576598403831644402e-01,-1.984565707818068958e-01,-1.106816750038174257e-01,-1.650392574561974635e-01
1.984258034139082527e-01,4.136877418778547311e-01,-1.267501058695038041e-01,3.187350868065088605e-01,-3.432188003672654864e-01,-2.345459935125446260e-02
-1.084088370821449931e-01,4.959318584139941199e-01,-1.441462057748798264e-01,4.088176426207534853e-01,-2.516262438525892486e-01,-4.441409063044890471e-02
-5.560904450861884341e-01,3.771916288923176097e-01,-1.657727327194630507e-01,3.546466426055381316e-01,4.805981310499973791e-01,-2.494698165901682030e-02
-4.596330332930387286e-01,1.980588129825695543e-01,-4.335417708969221962e-02,5.323347868931340710e-01,-1.561106910349870924e-01,-2.224052388536786606e-01
3.509156440190268622e-01,2.615887496555411307e-01,-1.668757285708046822e-01,1.099260719114844020e-01,3.557091102371499058e-01,-6.356712219641533212e-02
-1.870164498404192077e-02,-2.606250234728080262e-02,-1.285776081886471078e-01,2.542188361314902112e-01,-1.387582517588933362e-01,-2.125915903842862942e-01
2.546833303529939529e-01,4.330822124036918241e-01,-1.518594949685282414e-01,5.514958718660134540e-01,-2.960220998994844699e-03,-2.332035721127169170e-01
2.404624027756555593e-01,3.529980080330841208e-02,-7.587651380518903310e-02,-3.846753264970226294e-02,1.197817623741541659e-01,-6.186374794347243578e-02
-4.651057270905422092e-01,3.625438929723306947e-01,-1.945246116197979491e-02,-3.069568581548587360e-01,3.810565712126859905e-01,-8.619826325417312418e-02
2.144900684349887454e-01,-2.370231543820962017e-01,-2.118759035660531254e-01,-3.318443341421499770e-01,2.277028557998344027e-01,-1.409010705322470969e-01
-6.210652188540163321e-01,-4.564966347826848736e-01,-8.992213846155958090e-02,4.387479872874038289e-01,1.076380201112888679e-01,-2.313831806780624611e-01
-2.492068305207446044e-01,2.927357361203906105e-01,-2.130741440685290922e-02,-2.634266462654716312e-01,4.376123174901969115e-02,-3.422204095994410555e-02
-4.800138821315457216e-01,-3.061990048950156140e-01,-1.087831883950678147e-01,-3.200914032554987299e-01,-4.082048000440600122e-01,-1.670595191830919757e-01
-2.830304773789412143e-01,-1.622838632927683378e-01,-2.324995338460127126e-01,-6.596454697214348961e-02,-3.530213163746864780e-02,-8.642691818311629137e-02
-1.441695555456224964e-01,2.408367262510768825e-02,-1.236236343964664669e-01,-2.660465808017039580e-01,3.199594692600331580e-01,-1.308726955754245524e-01
6.335148388641631545e-02,3.594964185766680309e-01,-1.044984726059515201e-01,5.826695245112618604e-01,-3.350013000702070087e-01,-2.015392372536864984e-01
-3.622758967886478554e-01,1.378594669157775510e-01,-9.973278174227565018e-02,-9.641621335053751629e-02,4.868748655157193461e-01,-1.675872219704532817e-01
5.541532075889115116e-01,-2.301884522165649205e-01,-6.477580867859239477e-03,1.907596397283894962e-02,-4.726544547807479679e-01,-1.480625077793673028e-01
-1.216614704846082917e-01,4.695990864337810100e-01,-5.678090876278527044e-02,-6.166080329350632772e-01,-2.652685954178590766e-01,-1.720673084608833336e-01
-1.299418787018991051e-02,3.688342940717522778e-01,-1.738963045036265309e-01,-1.570346516391265546e-01,2.368521586391647560e-02,-2.175404906368706703e-01
-4.229568097510187363e-01,-5.904503606635924662e-02,-2.143129179003215867e-01,-6.002785541643667067e-01,3.766934937215651313e-01,-2.373543162794847228e-02
6.421735933093650761e-01,-1.613802357684518407e-01,-1.930219574462256060e-01,1.911575576125867926e-01,3.924260975088109671e-01,-2.715741389360087910e-02
4.316808226179391639e-02,2.905286922251283377e-01,-5.064172260555943605e-03,5.178627529006605279e-01,-6.007658597070208994e-02,-5.465439677967753873e-02
-2.925332405512406364e-01,3.851022657587626075e-01,-1.906755603017126210e-01,-1.438524649078978257e-01,-4.978718893112954458e-01,-1.354276791383410283e-02
-4.563418836210392793e-01,1.198666236807481855e-01,-2.162350382825898865e-01,-5.816145276803957875e-01,3.559685008209414470e-01,-4.849560202455538427e-02
5.471572319792159522e-01,4.321115211738696393e-01,-3.554310482979683439e-02,-4.457189842902493093e-01,-4.291719802097598846e-01,-6.704068810971983150e-02
-1.421233036518682047e-01,-3.129003713232455519e-01,-1.655924629825301087e-01,-3.688912311456193915e-02,-4.917325401967855836e-01,-2.231768588820263188e-01
-4.763503206412038615e-01,-4.564170162752507753e-01,-2.059345948571714713e-01,-4.795588299909051555e-01,4.943578373351958932e-01,-1.832825359817962796e-01
-6.153701309389373320e-01,-3.387371635267120151e-01,-7.857484254825963799e-03,6.170981621824860319e-01,-4.344417786145883253e-01,-1.939717749051892703e-01
5.640531271209887620e-01,2.360258310882141775e-01,-2.189039363922264114e-01,4.774513333805576742e-01,-2.761398272287007849e-01,-5.487254710335445762e-02
-1.708547358756384860e-01,4.854603470840046509e-02,-2.218470636480369129e-01,5.617554450756019335e-01,-1.572538599487791622e-01,-2.308224770876635690e-01
1.715679823820258632e-01,2.531625615949535391e-01,-1.517479569163675268e-01,2.024145876786225262e-01,-1.392412223574104324e-01,-1.659846462924010058e-01
3.201920786576517575e-02,-8.211632784638456251e-02,-2.183947094381428200e-01,-2.367626958715350338e-01,4.968092707552602683e-01,-2.506273800557329290e-02
2.128080942586088042e-01,8.108787741929923687e-02,-2.312654986629873455e-01,-4.614575908251559166e-01,-1.446663093437779990e-01,-9.288825345693255131e-02
-8.211096102018911047e-02,3.680518940940025185e-02,-7.360906169024589163e-02,-6.499757441792741730e-02,-1.175879136581734485e-01,-9.707417174093829759e-02
-4.774261460023055959e-01,3.942438265344450077e-02,-5.657697627677701901e-02,6.255783500417497756e-01,-7.915903980795790940e-02,-1.585137223812314033e-01
-6.514560075696984587e-01,3.672816309584751027e-01,-2.164126363815040976e-01,-4.160051897134975363e-02,-3.630631306466481911e-01,-1.815209172685853245e-01
-4.470879087171896749e-01,6.097228549211419768e-02,-1.184137813655920801e-01,3.935145529278785137e-01,-4.925854552482531457e-01,-1.408118954254484745e-01
3.106911799106328864e-01,-1.620305759273314994e-01,-1.396546094843071906e-01,-1.925616008163939519e-01,1.392957799669408692e-01,-7.686666610969805635e-02
-3.478113682730155087e-02,4.965683941615135488e-01,-5.416637364678772437e-02,-1.323790766634399541e-01,-7.674516008219245400e-02,-8.141722766246889398e-03
-5.740543959585883149e-01,-2.181849894693183023e-01,-1.753531448712469520e-01,4.339837320734618586e-01,-7.420582200083214452e-02,-2.016962617646108069e-01
5.952268802785640744e-01,4.869137848964492088e-01,-1.632224927651707569e-01,3.057105303002238816e-02,-3.908819833825415424e-01,-1.520936990422755153e-01
-1.779397160549562873e-01,-4.574263089924752723e-01,-8.834729381463632403e-02,1.235457823874763772e-02,-4.996215311859895092e-01,-1.609475288290309614e-01
-4.224394511295012644e-01,-4.097296788082958052e-01,-1.074359471721154091e-01,-4.726308692224396868e-01,-2.845057978130304255e-01,-2.187086150701941789e-01
-4.840913865531466520e-01,-1.715166289722716009e-01,-4.626296889258282863e-02,-2.355827172323906038e-01,-2.289850630576760748e-01,-1.482058930154692145e-01
-3.798056720776432638e-02,3.197846290846861894e-02,-2.209456249111477200e-02,-7.170772093515243029e-02,-4.690903488369037033e-01,-7.694024960748618858e-02
5.482410414217262495e-01,4.907815643114178394e-01,-1.903378178599296755e-01,-3.882841181559441579e-01,2.467532745420722984e-01,-1.877902021630492857e-01
-3.443089629761402204e-01,-2.362808414105832533e-01,-1.640677516988814921e-01,-2.548496334119638718e-01,1.531280322114138004e-01,-2.308542936169893089e-01
-2.032341123315493103e-01,-1.514503524416560554e-01,-2.081928304060582935e-01,4.115230227404600427e-01,-3.696490832003788141e-01,-8.620425363715661371e-02
